title,score,binary_genre ('Adventure','Cars','Comedy','Dementia','Demons','Drama','Ecchi','Fantasy','Game','Harem','Hentai','Historical','Horror','Josei','Kids','Magic','Martial Arts','Mecha','Military','Music','Mystery','Parody','Police','Psychological','Romance','Samurai','School','Sci-Fi','Seinen','Shoujo Ai','Shoujo','Shounen Ai','Shounen','Slice of Life','Space','Sports','Super Power','Supernatural','Thriller','Vampire','Yaoi')
Gundam Build Fighters,7.87,00000000000000000000000000010000000000000
Ghost Hunt,7.87,00100000000010000000000000000000000001000
Gakuen Babysitters,7.87,00000000000000000000000000100010000000000
Bleach,7.87,10100000000000000000000000000000000011000
Akagami no Shirayuki-hime,7.87,00000100000000000000000010000000000000000
91 Days,7.87,00000100000000000000000000000000000000000
Wolf's Rain,7.88,10000101000000000000100000000000000000000
Tentai Senshi Sunred,7.88,00000000000000000000010000000000000010000
Shingeki no Kyojin OVA,7.88,00000101000000000000000000000000000010000
Maria-sama ga Miteru 4th,7.88,00000000000000000000000000000110000000000
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,7.88,00000000000000000000100000000000000001000
Karakai Jouzu no Takagi-san,7.88,00100000000000000000000000100000010000000
Junjou Romantica,7.88,00000100000000000000000010000000000000000
Fate/Grand Order: Zettai Majuu Sensen Babylonia,7.88,00000001000000010000000000000000000000000
Charlotte,7.88,00000000000000000000000000100000000000000
Capeta,7.88,00000000000000000000000000000000100000000
Yao Shen Ji 3rd Season,7.89,10001001000000001000000000000000000000000
Space☆Dandy,7.89,00000000000000000000000000000000001000000
Slayers Try,7.89,00101001000000010000000000000000000000000
Seikai no Senki II,7.89,00000000000000000010000010010000000000000
Kyou kara Maou! 3rd Series,7.89,00101001000000000000000000000000000000000
Kokoro Connect,7.89,00100100000000000000000010000000000001000
Hybrid Child,7.89,00000000000100000000000010010000000000000
Gungrave,7.89,00000100000000000000000000011000000000000
Goku Sayonara Zetsubou Sensei,7.89,00000000000000000000010000100000000000000
Ginga Eiyuu Densetsu Gaiden (1999),7.89,00000000000000000010000000010000000000000
Douluo Dalu,7.89,10000001000100001000000000000000000000000
Yuru Yuri♪♪,7.9,00100000000000000000000000100000000000000
Sword Art Online: Alicization - War of Underworld,7.9,10000000100000000000000010000000000000000
Mobile Suit Gundam 0080: War in the Pocket,7.9,00000100000000000000000000010000001000000
Mahoujin Guruguru (2017),7.9,00100001000000010000000000000000000000000
Jungle wa Itsumo Hare nochi Guu,7.9,00100000000000000000000000000000000000000
Jormungand,7.9,10000000000000000000000000000000000000000
Higashi no Eden,7.89,00000100000000000000100010010000000000000
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,7.9,00000100000000000100000000010000000010000
Douluo Dalu 2nd Season,7.9,10000000000100001000000000000000000001000
City Hunter 3,7.9,00100000000000000000100000000000000000000
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.91,00000100000000000000000100000000000000000
Tasogare Otome x Amnesia,7.91,00000000000000000000100010100000100000000
Saint Seiya,7.91,00000001000000000000000000010000000000000
Overlord II,7.91,10000000100000010000000000000000000001000
Musekinin Kanchou Tylor,7.91,00100000000000000000000000010000001000000
Love Live! School Idol Project 2nd Season,7.91,00000000000000000000000000100000000000000
Kuroshitsuji,7.91,00101000000100000000100000000000000001000
InuYasha (TV),7.91,10101001000100010000000010000000000001000
Danshi Koukousei no Nichijou Specials,7.91,00000000000000000000000000100000100000000
Bishoujo Senshi Sailor Moon S,7.91,00000000000000010000000010000000000000000
Baby Steps,7.91,00000000000000000000000000100000100000000
Yuusha-Ou GaoGaiGar,7.92,00000000000000000100000000010000000000000
Top wo Nerae! Gunbuster,7.92,00100100000000000110000000010000100000000
Maria-sama ga Miteru 3rd,7.92,00000000000000000000000000100100000000000
Magic Kaito,7.92,00100000000000000000000010000000000000000
Hoozuki no Reitetsu 2nd Season,7.92,00001001000000000000000000000000000001000
Hataraku Maou-sama!,7.92,00001000000000000000000010000000000001000
Uchouten Kazoku,7.93,00101100000000000000000000000000000000000
Working'!!,7.93,00000000000000000000000010001000000000000
Tokyo Ghoul,7.93,00000100000010000000100100000000000001000
Seihou Bukyou Outlaw Star,7.93,10000000000000000000000000010000001000000
Saiyuuki Gaiden,7.93,10000100000000000000000000000000000000000
Naruto,7.93,10100000000000001000000000000000000010000
Magi: Sinbad no Bouken,7.93,10000001000000010000000000000000000000000
Fairy Tail,7.93,10100001000000010000000000000000000000000
Eikoku Koi Monogatari Emma: Molders-hen,7.93,00000100000100000000000010000000000000000
Zan Sayonara Zetsubou Sensei,7.94,00000000000000000000010000100000000000000
Akachan to Boku,7.93,00000100000000000000000000000000000000000
Seto no Hanayome OVA,7.94,00000000000000000000010010100000000000000
Saiyuuki Reload: Burial,7.94,10000101000000000000000000000000000000000
Magic Kaito 1412,7.94,00100000000000000000000010000000000000000
Lupin III (2015),7.94,10100000000000000000100000000000000000000
Les Misérables: Shoujo Cosette,7.94,00000100000100000000000000000000000000000
Hoozuki no Reitetsu OVA,7.94,00001001000000000000000000000000000001000
Devilman: Crybaby,7.94,00011000000010000000000000000000000000000
Carnival Phantasm,7.94,00000000000000000000010000000000000000000
Sayonara Zetsubou Sensei,7.95,00000000000000000000010000100000000000000
Mobile Suit Gundam Thunderbolt,7.95,00000100000000000010000000010000001000000
Macross F,7.95,00000000000000000111000010000000001000000
Isekai no Seikishi Monogatari,7.95,00100011010000000100000000000000000000000
Xiao Lu He Xiao Lan,7.96,00100100000000010000000000110000010000000
Hidamari Sketch x ☆☆☆,7.96,00100000000000000000000000100000000000000
Ergo Proxy,7.96,00000000000000000000100000000000000000000
Durarara!! Specials,7.96,00100000000000000000000000000000000000000
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,7.97,00000000000000000000000100000000000000100
Terra e... (TV),7.97,00000100000000000010000000010000000000000
Tennis no Ouji-sama,7.97,00100000000000000000000000100000000100000
Sekaiichi Hatsukoi,7.97,00000100000000000000000010000000000000000
Seitokai Yakuindomo* OVA,7.97,00100000000000000000000000100000000000000
Junjou Romantica OVA,7.97,00000100000000000000000010000000000000000
Igano Kabamaru,7.97,10100000000000000000000010100000000000000
Hokuto no Ken,7.97,00000100000000001000000000010000000000000
Hidamari Sketch x Honeycomb,7.97,00100000000000000000000000100000000000000
Fairy Tail (2014),7.97,10100001000000010000000000000000000000000
Tanaka-kun wa Itsumo Kedaruge,7.98,00100000000000000000000000000000000000000
Tentai Senshi Sunred 2nd Season,7.98,00000000000000000000010000001000000000000
Sakigake!! Cromartie Koukou,7.98,00000000000000000000000000100000000000000
Mobile Suit Zeta Gundam,7.98,00000100000000000000000010010000001000000
Junjou Romantica 3,7.98,00000100000000000000000010000000000000000
Bishoujo Senshi Sailor Moon: Sailor Stars,7.98,00100101000000010000000010000000000000000
Yume-iro Pâtissière,7.99,00000000000000000000000000100000000000000
Soul Eater,7.99,00100001000000000000000000000000000001000
Shirokuma Cafe,7.99,00100000000000000000000000000000000000000
School Rumble,7.99,00000000000000000000000010100000000000000
Non Non Biyori,7.99,00000000000000000000000000101000000000000
Kekkai Sensen & Beyond,7.99,00100001000000000000000000000000100011000
Jormungand: Perfect Order,7.99,10000000000000000000000000000000000000000
Hanasaku Iroha,7.99,00100000000000000000000000000000000000000
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.0,00000100000000000010000000010000000000000
Ginga Eiyuu Densetsu Gaiden,7.99,00000000000000000010000000010000000000000
City Hunter,7.99,00100000000000000000100000000000000000000
Beelzebub,7.99,00101000000000000000000000100000000001000
Tong Ling Fei,8.0,00000100000100000000000000000000000000000
Tiger & Bunny,8.0,00100000000000000000100000000000000000000
Shijou Saikyou no Deshi Kenichi OVA,8.0,00100000000000001000000000100000000000000
Plastic Memories,8.0,00000100000000000000000000000000000000000
Macross,8.0,00000000000000000111000010010000000000000
Lupin III: Part 5,8.0,10100000000000000000100000000000000000000
Haibane Renmei,8.0,00000100000000000000100100000000000000000
Jigoku Shoujo Futakomori,8.0,00000000000010000000000100000000000000000
ef: A Tale of Memories.,8.0,00000100000000000000000000000000000000000
Yuru Yuri San☆Hai!,8.01,00000000000000000000000000100100000000000
Yagate Kimi ni Naru,8.01,00000000000000000000000000100000000000000
Ushio to Tora (TV) 2nd Season,8.01,10101000000000000000000000000000000001000
Takarajima,8.01,00000000000100000000100000000000000000000
Saiunkoku Monogatari,8.01,00100001000100000000000010000000000000000
Ookiku Furikabutte,8.01,00000000000000000000000000001000000000000
Mawaru Penguindrum,8.01,00110000000000000000000100000000000000000
Megalo Box,8.01,00000000000000000000000000010000010100000
Kuuchuu Buranko,8.01,00000100000000000000000100000000000000000
Kaleido Star,8.01,00000101000000000000000000000000000100000
Ie Naki Ko Remy,8.01,00000000000100000000000000000000010000000
Drifters,8.01,10100001000100000000000001000000000000000
Full Metal Panic! The Second Raid,8.01,00000000000000000010000000000000000000000
Aria The Avvenire,8.01,00000000000000000000000000010000100000000
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,8.02,00100000000000000000000000000000000000000
Tennis no Ouji-sama: Zenkoku Taikai-hen,8.02,00100000000000000000000000000000000100000
Serial Experiments Lain,8.02,00000100000000000000100100010000000000000
Nekomonogatari: Kuro,8.02,00000000000000000000000010000000000001000
Kami nomi zo Shiru Sekai II,8.02,00000000010000000000000010000000100000000
Hibike! Euphonium,8.02,00000000000000000000000000100000000000000
Darker than Black: Kuro no Keiyakusha Gaiden,8.02,00000000000000000000100000010000000000000
Eyeshield 21,8.02,00100000000000000000000000000000000100000
Azumanga Daioh,8.02,00100000000000000000000000000000000000000
Ore Monogatari!!,8.03,00000000000000000000000010000000000000000
Noragami Aragoto OVA,8.03,10100000000000000000000000000000000001000
Mobile Suit Gundam: Iron-Blooded Orphans,8.03,00000100000000000100000000010000000000000
Little Witch Academia (TV),8.03,00100001000000010000000000000000000000000
Kobato.,8.03,00000100000000000000000010000000000000000
Hyouge Mono,8.03,00000000000000000000000001000000000000000
High Score Girl,8.03,00100000000000000000000010100000000000000
Full Moon wo Sagashite,8.03,00100100000000000000000010000000000001000
Wotaku ni Koi wa Muzukashii,8.04,00000000000000000000000010000000000000000
Mahou Shoujo Lyrical Nanoha A's,8.04,00100100000000010000000000000000000000000
Magi: Sinbad no Bouken (TV),8.04,10000001000000010000000000000000000000000
Kimi to Boku. 2,8.04,00000100000000000000000010100000100000000
Higurashi no Naku Koro ni,8.04,00010000000010000000000100000000000001000
Kamisama Hajimemashita OVA,8.04,00001001000000000000000010000000000001000
Hanamonogatari,8.04,00100000000000000000000000000000000000000
Golden Boy,8.04,00100000000000000000000000000000000000000
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8.05,00000100000100000000000001000000000000000
Overlord,8.05,10000001100000010000000000000000000000000
Log Horizon,8.05,10000000100000010000000000000000000000000
Junjou Romantica 2,8.05,00000100000000000000000010000000000000000
Carole & Tuesday,8.05,00000000000000000001000000000000000000000
Zetsuen no Tempest,8.06,00000101000000010000100100000000000000000
Phantom: Requiem for the Phantom,8.06,00000100000000000000000000001000000000000
Nurarihyon no Mago: Sennen Makyou,8.06,00001000000000000000000000000000100000000
Kanon (2006),8.06,00000100000000000000000000000000000001000
FLCL,8.06,00110000000000000000010100010000000000000
Wolf's Rain OVA,8.07,10000000000000000000000100000000000001000
Sekaiichi Hatsukoi OVA,8.07,00000100000000000000000010000000000000000
Durarara!!x2 Ten,8.07,00000000000000000000100000000000000000000
Touch,8.08,00000100000000000000000010100000010000000
Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.08,00000000000000000000000000100000000100000
School Rumble Ni Gakki,8.08,00000000000000000000000010100000000000000
Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.08,00000000000000000110000000010000001000000
Mobile Suit Gundam: The 08th MS Team,8.08,10000100000000000000000010010000000000000
Kokoro Connect: Michi Random,8.08,00000100000000000000000010100000010000000
Kimi ni Todoke 2nd Season,8.08,00000100000000000000000010100000000000000
Gekkan Shoujo Nozaki-kun,8.08,00000000000000000000000010000000000000000
Durarara!!x2 Shou,8.08,00000000000000000000100000000000000000000
ef: A Tale of Melodies.,8.08,00000100000000000000000000000000000001000
Working!!!,8.09,00000000000000000000000010001000000000000
Overlord III,8.09,00000001100000010000000000000000000000000
Ookiku Furikabutte: Natsu no Taikai-hen,8.09,00000000000000000000000000001000000000000
Maison Ikkoku,8.09,00100100000000000000000010000000000000000
Kimi ni Todoke,8.09,00000100000000000000000010100000000000000
Hanada Shounen-shi,8.09,00100100000000000000000000000000000001000
Fullmetal Alchemist: Brotherhood Specials,8.09,10000101000000010000000000000000000000000
Akagami no Shirayuki-hime 2nd Season,8.09,00000001000000000000000010000000000000000
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,8.1,00100100000000000000000010000000000000000
Youjo Senki,8.1,00000000000000000010000000000000000000000
Toaru Kagaku no Railgun S,8.1,00000000000000000000000000010000000000000
Tate no Yuusha no Nariagari,8.1,10000100000000000000000000000000000000000
Tanoshii Muumin Ikka,8.1,00100001000000100000000000000000000000000
Slayers Next,8.1,00101000000000010000000000000000000000000
Saint Seiya: The Lost Canvas - Meiou Shinwa,8.1,10000000000000001000000000000000100010000
ReLIFE,8.1,00000000000000000000000010000000000000000
Noragami,8.1,10100000000000000000000000000000000001000
Kingdom,8.1,00000000000100000010000000000000000000000
Juuni Kokuki,8.1,10000001000000010000000000000000000000000
Kamisama Hajimemashita,8.11,00001001000000000000000010000000000001000
Hachimitsu to Clover,8.11,00000100000001000000000010000000000000000
Ginga Nagareboshi Gin,8.11,10000100000000000000000000000000000000000
Kodomo no Omocha (TV),8.12,00000100000000000000000010000000000000000
Full Metal Panic? Fumoffu,8.12,00100000000000000000000000000000000000000
Dragon Ball,8.12,00100001000000001000000000000000100000000
Dennou Coil,8.12,00100100000000000000100000000000000000000
D.Gray-man,8.12,10101000000000000000000000000000000010000
City Hunter 2,8.12,00100000000000000000100000000000000000000
Baby Steps 2nd Season,8.12,00000000000000000000000010100000000000000
xxxHOLiC Shunmuki,8.13,00100000000000000000000100000000000001000
Saiunkoku Monogatari 2nd Season,8.13,00100101000100000000000000000000000000000
Mirai Shounen Conan,8.13,00000100000000000000000000000000000000000
Lovely★Complex,8.13,00000000000000000000000010000000000000000
Koukyoushihen Eureka Seven,8.13,00000100000000000100000010000000000000000
Kobayashi-san Chi no Maid Dragon,8.13,00100000000000000000000000000000000000000
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.14,00000100000000000010000000010000000000000
Akatsuki no Yona,8.13,10100001000000000000000010000000000000000
Sekaiichi Hatsukoi 2,8.14,00000100000000000000000010000000000000000
Initial D Fifth Stage,8.14,01000100000000000000000000000000000100000
Gin no Saji,8.14,00000000000000000000000000100000100000000
Akatsuki no Yona OVA,8.14,00100001000000000000000000000000000000000
Saint Seiya: Meiou Hades Juuni Kyuu-hen,8.15,00000000000000000000000000010000000000000
Nanatsu no Taizai,8.15,10000011000000010000000000000000100000000
Mobile Suit Gundam 00 Second Season,8.15,00000100000000000110000000010000000000000
K-On!!,8.15,00000000000000000001000000100000000000000
Hyouka,8.15,00000000000000000000000000100000000000000
Kaichou wa Maid-sama!,8.15,00000000000000000000000010100000000000000
Hikaru no Go,8.15,00000000100000000000000000000000100000000
Hidamari Sketch: Sae Hiro Sotsugyou-hen,8.15,00100000000000000000000000100000000000000
Yowamushi Pedal: Grande Road,8.16,00000100000000000000000000000000100000000
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,8.16,10000000000000001000000000000000100010000
Princess Tutu,8.16,00000101000000010000100000000000000000000
Magi: The Labyrinth of Magic,8.16,10000001000000010000000000000000000000000
Kill la Kill,8.16,00100010000000000000000000000000000010000
Kami nomi zo Shiru Sekai: Megami-hen,8.16,00100000000000000000000010000000000001000
Kaiba,8.16,00000000000000000000100010000000000000000
Initial D Second Stage,8.16,01000100000000000000000000000000000100000
Gosick,8.15,00000100000100000000000000000000000000000
Golden Kamuy 2nd Season,8.16,10000000000100000000000000000000000000000
Durarara!!x2 Ketsu,8.16,00000000000000000000100000000000000000000
Clannad,8.16,00000100000000000000000010100000010000000
Ashita no Joe,8.16,00000100000000000000000000000000110000000
Zankyou no Terror,8.17,00000000000000000000000100000000000000000
Yuusha-Ou GaoGaiGar Final,8.17,00000100000000000100000000010000000000000
Tsukimonogatari,8.17,00100000000000000000000000000000000001000
Gankutsuou,8.17,00000000000000000000100000010000000001000
Diamond no Ace,8.17,00000000000000000000000000100000100000000
Darker than Black: Kuro no Keiyakusha,8.17,00000000000000000000100000010000000000000
Bungou Stray Dogs 3rd Season,8.17,00000000000000000000100000001000000010000
Tsubasa: Shunraiki,8.18,10000101000000010000100010000000000001000
Shoujo Shuumatsu Ryokou,8.18,00000000000000000000100000010000000000000
Shijou Saikyou no Deshi Kenichi,8.18,00100000000000001000000000100000000000000
Shoujo Kakumei Utena,8.18,00000101000000000000100100000000000000000
Nanatsu no Taizai: Imashime no Fukkatsu,8.18,10000001000000010000000000000000100000000
Nagi no Asu kara,8.18,00000001000000000000000000000000000000000
Mahoutsukai no Yome,8.18,00000001000000010000000000000000000000000
Kuragehime,8.18,00100000000000000000000000000000000000000
Kono Subarashii Sekai ni Shukufuku wo!,8.18,00100001000000010000010000000000000000000
Initial D Fourth Stage,8.18,01000100000000000000000000000000000100000
High Score Girl: Extra Stage,8.18,00000000100000000000000010100000000000000
Baccano! Specials,8.18,00100000000100000000100000000000000000000
Aria The Natural,8.18,00000000000000000000000000010000100000000
Nodame Cantabile: Paris-hen,8.19,00000000000001000001000010000000000000000
Seirei no Moribito,8.19,10000000000100000000000000000000000000000
Mobile Suit Gundam Unicorn,8.19,00000100000000000110000000010000000000000
Mobile Suit Gundam 00,8.19,00000100000000000010000000010000001000000
Detroit Metal City,8.19,00100000000000000000000000000000000000000
Ansatsu Kyoushitsu,8.19,00100000000000000000000000100000000000000
Uchouten Kazoku 2,8.2,00001101000000000000000000000000000000000
Nisemonogatari,8.2,00100000000000000000000000000000000001000
Skip Beat!,8.2,00000100000000000000000010000000000000000
Naruto: Shippuuden,8.2,10100000000000001000000000000000000010000
Mahoutsukai no Yome: Hoshi Matsu Hito,8.2,00000001000000010000000000000000000000000
Cardcaptor Sakura,8.2,00100101000000010000000010100000000000000
Gensei Shugoshin P-hyoro Ikka OVA,8.2,00000001000000000000000000000000000000000
Non Non Biyori Repeat,8.21,00000000000000000000000000101000000000000
Warau Salesman Tokubetsu Bangumi,8.22,00000000000000000000000000000000000001000
Death Parade,8.22,00000100000000000000100100000000000000000
Kamisama Hajimemashita◎,8.23,00001001000000000000000010000000000001000
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.23,10000100000000000000000000000000000001000
Given,8.23,00000000000000000001000010000001000000000
Dororo,8.23,10001000000100000000000001000000000001000
Diamond no Ace: Act II,8.23,00000000000000000000000000100000000100000
Space☆Dandy 2nd Season,8.25,00100000000000000000000000000000000000000
Kuroshitsuji: Book of Murder,8.25,00101000000100000000100000000000000001000
Fullmetal Alchemist,8.25,10100101000000010010000000000000000000000
Angel Beats!,8.25,00100100000000000000000000100000000000000
Katekyo Hitman Reborn!,8.26,00100000000000000000000000000000100000000
Kuroshitsuji: Book of Circus,8.26,00101000000100000000100000000000000001000
Kanata no Astra,8.26,10000000000000000000000000000000001000000
Initial D Final Stage,8.26,01000000000000000000000000000000000000000
Hunter x Hunter: Greed Island,8.26,10000001000000000000000000000000000010000
Gyakkyou Burai Kaiji: Hakairoku-hen,8.26,00000000000000000000000100000000000000100
Boku no Hero Academia 4th Season,8.26,00100000000000000000000000100000000010000
Tsuruhime Ja!,8.27,00100000000000000000000000000000010000000
Sakura-sou no Pet na Kanojo,8.27,00100100000000000000000010000000000000000
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,8.27,00000100000000000100000000010000000000000
High Score Girl II,8.28,00000000100000000000000010100000000000000
Dragon Ball Z,8.27,10100001000000001000000000000000100000000
Chihayafuru,8.27,00000000100001000000000000100000010000000
Bungou Stray Dogs 2nd Season,8.27,00000000000000000000100000001000000010000
Ballroom e Youkoso,8.27,00000100000000000000000010100000100000000
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.28,00100100000000000000000010000000000000000
xxxHOLiC Kei,8.28,00100000000000000000000100000000000001000
Trigun,8.28,10100100000000000000000000010000000000000
Romeo no Aoi Sora,8.28,00000100000100000000000000000000000000000
Ouran Koukou Host Club,8.28,00000000010000000000000010100000000000000
Mobile Suit Gundam: The Origin,8.28,00000000000000000110000000010000100000000
Major S4,8.28,00000100000000000000000000000000100000000
InuYasha: Kanketsu-hen,8.28,10101001000100010000000010000000000001000
Bakuman.,8.28,00000100000000000000000010000000000000000
SKET Dance,8.29,00000000000000000000000000100000000000000
ReLIFE: Kanketsu-hen,8.29,00000000000000000000000000100000000000000
Little Busters!: Refrain,8.29,00000100000000000000000010100000010000000
Kuroko no Basket,8.29,00000000000000000000000000100000100000000
Hinamatsuri,8.29,00000000000000000000000000011000010000000
Higurashi no Naku Koro ni Kai,8.29,00000000000000000000000100000000000001000
Fate/stay night: Unlimited Blade Works,8.29,00000001000000010000000000000000000000000
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,8.3,00000000000000000000000000100000000000000
Natsume Yuujinchou Roku Specials,8.3,00001100000000000000000000000000000001000
Initial D First Stage,8.3,01000100000000000000000000001000000000000
Hibike! Euphonium 2,8.3,00000000000000000000000000100000000000000
Gyakkyou Burai Kaiji: Ultimate Survivor,8.3,00000000000000000000000100000000000000100
Nodame Cantabile: Finale,8.31,00000000000001000001000000000000000000000
Major: World Series,8.31,00000100000000000000000000000000100000000
JoJo no Kimyou na Bouken (TV),8.31,10000000000000000000000000000000000001010
Ookami to Koushinryou,8.32,00000001000100000000000000000000000000000
Major S3,8.32,00000000000000000000000000000000100000000
Hunter x Hunter: Greed Island Final,8.32,10000001000000000000000000000000000010000
Gintama: Yorinuki Gintama-san on Theater 2D,8.32,00100000000100000000010001010000000000000
Gin no Saji 2nd Season,8.32,00000000000000000000000000100000100000000
Fruits Basket 1st Season,8.32,00000100000000000000000010000010010000000
Danshi Koukousei no Nichijou,8.32,00100000000000000000000000000000000000000
Banana Fish,8.32,10000100000000000000000000000000000000000
Planetes,8.33,00000000000000000000000010011000000000000
Noragami Aragoto,8.33,10100000000000000000000000000000000001000
Neon Genesis Evangelion,8.33,00010100000000000100000100000000000000000
Major S1,8.33,00000100000000000000000000000000000100000
Toradora!,8.34,00100000000000000000000010000000000000000
Re:Zero kara Hajimeru Isekai Seikatsu,8.34,00000001000000000000000100000000000000000
No Game No Life,8.34,10100010000000000000000000000000000001000
Mahou no LumiTear,8.34,00000000000000010000000000000000000000000
Karakai Jouzu no Takagi-san 2,8.34,00000000000000000000000010100000100000000
Kono Subarashii Sekai ni Shukufuku wo! 2,8.35,00100000000000010000010000000000000001000
Hunter x Hunter: Yorkshin City Kanketsu-hen,8.35,10000000000000000000000000000000000010000
Boku no Hero Academia,8.35,00100000000000000000000000100000100000000
Beck,8.35,00000100000000000001000000000000100000000
Bakemonogatari,8.35,00000000000000000000100000000000000001000
Uchuu Senkan Yamato 2199,8.36,00000100000000000010000000010000000000000
Tsubasa: Tokyo Revelations,8.36,10000101000000000000000010000000000000000
Shokugeki no Souma: San no Sara,8.36,00000000000000000000000000100000000000000
Saiki Kusuo no Ψ-nan: Shidou-hen,8.35,00100000000000000000000000100000000001000
NHK ni Youkoso!,8.36,00000100000000000000000100000000000000000
Natsume Yuujinchou Go Specials,8.36,00001100000000000000000000000000000001000
Rurouni Kenshin: Meiji Kenkaku Romantan,8.37,10100000000100000000000011000000000000000
Nodame Cantabile,8.37,00100100000000000000000010000000010000000
Natsume Yuujinchou,8.37,00001100000000000000000000000000000001000
Major S6,8.37,00000100000000000000000000000000100000000
Magi: The Kingdom of Magic,8.37,10000001000000010000000000000000000000000
Fate/stay night: Unlimited Blade Works 2nd Season,8.37,00000001000000010000000000000000000000000
Shokugeki no Souma: Ni no Sara,8.38,00000000000000000000000000100000000000000
One Outs,8.38,00000000000000000000000100000000000000000
Kemono no Souja Erin,8.38,00000001000000000000000000000000000000000
Diamond no Ace: Second Season,8.38,00000000000000000000000000100000000100000
Shingeki no Kyojin: Kuinaki Sentaku,8.39,00000001000000000000000000000000000000000
Sakamichi no Apollon,8.39,00000000000001000001000010000000000000000
Kino no Tabi: The Beautiful World,8.39,10000000000000000000000100000000000000000
Kingdom 2nd Season,8.39,00000000000100000010000000000000000000000
Katanagatari,8.39,10000000000100001000000000000000000000000
Ookami to Koushinryou II,8.4,00000000000100000000000010000000000000000
Mo Dao Zu Shi 2,8.4,00100000000100000000100000000000000000000
Grand Blue,8.4,00100000000000000000000000000000000000000
Fate/Zero,8.4,00000000000000010000000000000000000001000
Mononoke,8.41,00001001000110000000000100000000000001000
Psycho-Pass,8.41,00000000000000000000001100000000000000000
Kuroko no Basket 2nd Season,8.41,00000000000000000000000000100000000100000
Shinsekai yori,8.42,00000000000010000000100100000000000001000
